emp_no,first_name,last_name,title,from_date,salary
428537,Fumitaka,Vecchi,Senior Staff,1/24/2001,40000
428537,Fumitaka,Vecchi,Staff,1/24/1993,40000
428552,Shigeaki,Berendt,Staff,1/24/1988,51698
428560,Francesca,Camarinopoulos,Staff,1/5/1988,63326
428564,Indrajit,Chinen,Engineer,6/7/1991,40000
428564,Indrajit,Chinen,Senior Engineer,6/7/1999,40000
428649,Halsur,Raoux,Engineer,3/8/1997,40895
428585,Sanjeeva,Selvestrel,Senior Staff,11/10/1987,60996
428592,Noritoshi,Diderrich,Senior Engineer,4/3/1994,51359
428593,Gita,Ozeki,Technique Leader,4/6/1988,66795
428594,Breannda,Aamodt,Senior Staff,7/27/1993,87334
428594,Breannda,Aamodt,Staff,7/27/1988,87334
428650,Dharmaraja,Siepmann,Engineer,2/20/1997,53356
428675,Mountaz,Erol,Senior Staff,9/15/1985,52836
428620,Yinghua,Demian,Assistant Engineer,7/19/1985,62926
428620,Yinghua,Demian,Engineer,7/19/1990,62926
428620,Yinghua,Demian,Senior Engineer,7/19/1995,62926
428621,Gro,Thebaut,Senior Staff,8/26/2001,58312
428621,Gro,Thebaut,Staff,8/26/1992,58312
428625,Mohammad,Savasere,Senior Staff,10/30/1997,71531
428625,Mohammad,Savasere,Staff,10/31/1991,71531
428630,Jenwei,Orsini,Senior Staff,8/5/2000,67106
428630,Jenwei,Orsini,Staff,8/5/1993,67106
428678,Tomokazu,Kilgore,Senior Engineer,7/7/1992,58882
428682,Bojan,Halloran,Staff,12/15/1995,48798
428688,Alagu,Deville,Senior Staff,6/18/1995,41746
428688,Alagu,Deville,Staff,6/17/1988,41746
428692,Tse,Versino,Senior Engineer,1/13/1988,79512
428761,Ayakannu,Biran,Senior Staff,5/22/1995,40000
428705,Tommaso,Adachi,Engineer,1/16/1986,59399
428705,Tommaso,Adachi,Senior Engineer,1/16/1992,59399
428792,Martial,Benveniste,Staff,9/26/1999,56723
428715,Kerhong,Pappas,Engineer,3/24/1995,40000
428795,Sachar,Curless,Engineer,9/12/1996,40000
428809,Gererd,Leijenhorst,Senior Staff,4/17/1992,64195
428809,Gererd,Leijenhorst,Staff,4/17/1985,64195
428715,Kerhong,Pappas,Senior Engineer,3/23/2000,40000
428721,Gianluca,Vingron,Staff,6/4/1988,40000
428821,Gennady,Kropatsch,Senior Staff,2/15/1993,40000
428821,Gennady,Kropatsch,Staff,2/15/1985,40000
428725,Tonny,Berendt,Engineer,1/19/2000,51795
428833,Weiwu,Wursthorn,Engineer,6/7/1993,40050
428833,Weiwu,Wursthorn,Senior Engineer,6/7/2000,40050
428732,Adamantios,Malabarba,Senior Engineer,4/20/1988,47588
428836,Weiru,Hennings,Engineer,6/28/1990,44995
428836,Weiru,Hennings,Senior Engineer,6/28/1995,44995
428842,Gennadi,Munch,Engineer,5/25/1997,70287
428742,Rasiah,Denny,Technique Leader,7/21/1997,54846
428951,Shigeaki,Angot,Engineer,11/30/1988,40000
428851,Bilhanan,Berendt,Senior Engineer,5/31/1986,45101
428858,Tua,Lieblein,Senior Staff,7/2/1997,56597
428858,Tua,Lieblein,Staff,7/2/1992,56597
428860,Mizuhito,Joslin,Engineer,5/3/1989,40000
428860,Mizuhito,Joslin,Senior Engineer,5/3/1995,40000
428878,Yannis,Syrotiuk,Engineer,4/29/1993,52438
428878,Yannis,Syrotiuk,Senior Engineer,4/29/1999,52438
428951,Shigeaki,Angot,Senior Engineer,11/30/1994,40000
428887,Yefim,Marzano,Staff,8/30/1997,74840
428959,DeForest,Prenel,Senior Staff,6/4/1994,71364
428889,Perry,Brizzi,Assistant Engineer,3/21/1993,40000
428889,Perry,Brizzi,Engineer,3/21/2002,40000
428902,Guozhong,Hempstead,Engineer,8/22/1987,40000
428959,DeForest,Prenel,Staff,6/4/1985,71364
428902,Guozhong,Hempstead,Senior Engineer,8/22/1995,40000
428969,Gil,Raoux,Senior Staff,10/30/1993,50154
428914,Maha,Bernini,Engineer,9/28/1985,52694
428914,Maha,Bernini,Senior Engineer,9/28/1991,52694
428915,Nikolaus,Granlund,Engineer,10/2/1985,40000
428915,Nikolaus,Granlund,Senior Engineer,10/2/1990,40000
428969,Gil,Raoux,Staff,10/31/1987,50154
428921,Conal,Gien,Senior Staff,12/5/2001,65982
428921,Conal,Gien,Staff,12/5/1992,65982
428923,Xiaoqiu,Hasenauer,Senior Engineer,7/9/1987,55769
428978,Alair,Staudhammer,Staff,4/27/1994,40000
428926,Odoardo,Merle,Senior Staff,3/3/1987,40000
428929,Tesuro,Chinen,Senior Staff,9/8/1994,40000
428929,Tesuro,Chinen,Staff,9/8/1986,40000
428930,Herb,Pelc,Senior Staff,11/7/1994,52210
428930,Herb,Pelc,Staff,11/7/1985,52210
428933,Arup,Luke,Staff,8/30/1997,51829
428934,Juichirou,Rahier,Engineer,11/2/1996,68076
428937,Sudhanshu,Chappelet,Technique Leader,9/20/1988,40000
429010,Danco,Ramras,Senior Engineer,6/13/1987,59703
429038,Beshir,Pauthner,Engineer,8/30/1985,55035
429038,Beshir,Pauthner,Senior Engineer,8/30/1990,55035
429045,Pasqua,Dolinsky,Engineer,8/24/1987,44249
429045,Pasqua,Dolinsky,Senior Engineer,8/23/1992,44249
429013,Maren,Toyoshima,Engineer,9/13/1999,40000
429050,Brewster,Stroustrup,Senior Engineer,3/25/1996,46387
429051,Mihalis,Schiettecatte,Senior Engineer,6/23/1987,47671
429055,Masoud,Radivojevic,Senior Staff,8/6/1992,40000
429055,Masoud,Radivojevic,Staff,8/7/1987,40000
429056,Eirik,Gils,Senior Staff,4/11/1993,64042
429056,Eirik,Gils,Staff,4/11/1986,64042
429020,Zorica,Iisaka,Senior Staff,10/19/1995,58611
429067,Kwan,Morrow,Senior Staff,10/4/1998,64853
429067,Kwan,Morrow,Staff,10/4/1989,64853
429069,Berthier,Montresor,Senior Staff,4/27/1998,60139
429069,Berthier,Montresor,Staff,4/27/1991,60139
429020,Zorica,Iisaka,Staff,10/19/1986,58611
429071,Domenico,Baik,Technique Leader,7/15/1995,63367
429144,Anyuan,Merks,Senior Staff,12/8/1991,61984
429105,Lunjin,Denna,Engineer,4/10/1986,40000
429105,Lunjin,Denna,Senior Engineer,4/10/1994,40000
429115,Valery,Halevi,Engineer,5/20/1994,48820
429115,Valery,Halevi,Senior Engineer,5/20/1999,48820
429121,Nevio,Azuma,Engineer,5/8/1987,40995
429121,Nevio,Azuma,Senior Engineer,5/7/1992,40995
429127,Sergi,Benzaken,Engineer,5/11/1988,40000
429128,Uno,Range,Staff,2/24/1999,70236
429130,Franziska,Zlotek,Engineer,12/29/1999,46609
429137,Krister,Kroft,Engineer,5/29/1988,52152
429137,Krister,Kroft,Senior Engineer,5/29/1996,52152
429260,Byong,Guardalben,Senior Staff,8/10/1992,63955
429260,Byong,Guardalben,Staff,8/11/1987,63955
429272,DeForest,Benantar,Engineer,1/22/1995,44602
429272,DeForest,Benantar,Senior Engineer,1/22/2002,44602
429294,Weijing,Salinas,Engineer,3/16/1989,40000
429294,Weijing,Salinas,Senior Engineer,3/16/1998,40000
429297,Becky,Acton,Senior Staff,12/18/1999,62115
429297,Becky,Acton,Staff,12/18/1994,62115
429298,Pranay,Hiyoshi,Engineer,7/27/1985,40000
429298,Pranay,Hiyoshi,Senior Engineer,7/27/1993,40000
429307,Mohan,Uchoa,Assistant Engineer,12/9/1988,40000
429307,Mohan,Uchoa,Engineer,12/9/1996,40000
429315,Khatoun,Wixon,Senior Staff,11/15/1994,40000
429315,Khatoun,Wixon,Staff,11/15/1989,40000
429321,Lihong,Matzel,Technique Leader,11/3/1988,40000
429144,Anyuan,Merks,Staff,12/8/1985,61984
429158,Sadegh,Mahnke,Senior Engineer,4/28/1988,40000
429193,Rayond,Benzmuller,Engineer,5/13/1990,44431
429367,Kiyomitsu,Schlenzig,Senior Staff,3/23/1994,58474
429367,Kiyomitsu,Schlenzig,Staff,3/23/1986,58474
429369,Yifei,Luit,Senior Engineer,2/21/1992,40327
429379,Tsutomu,Danecki,Senior Staff,3/19/2001,40000
429379,Tsutomu,Danecki,Staff,3/19/1994,40000
429194,Bingning,Scharstein,Engineer,10/21/1992,40000
429194,Bingning,Scharstein,Senior Engineer,10/21/1998,40000
429211,Abdelghani,Tchuente,Engineer,11/20/1985,40000
429411,Pramod,Flowers,Engineer,10/31/1986,69292
429411,Pramod,Flowers,Senior Engineer,10/31/1994,69292
429414,Zongyan,Mahmud,Senior Staff,11/16/1993,80697
429414,Zongyan,Mahmud,Staff,11/16/1985,80697
429211,Abdelghani,Tchuente,Senior Engineer,11/20/1992,40000
429417,Morris,Valette,Engineer,10/15/1987,50278
429417,Morris,Valette,Senior Engineer,10/14/1993,50278
429213,Mingzeng,Matzat,Engineer,11/17/1985,61371
429422,Odinaldo,Janetzko,Engineer,8/12/1986,59147
429422,Odinaldo,Janetzko,Senior Engineer,8/12/1991,59147
429423,Mabhin,Servi,Senior Staff,11/28/1991,45153
429423,Mabhin,Servi,Staff,11/28/1986,45153
429425,Duke,Nanard,Senior Engineer,3/26/1998,89124
429431,Huiqun,Reutenauer,Engineer,10/15/1998,40000
429435,Fay,Perin,Senior Staff,6/12/1997,66718
429435,Fay,Perin,Staff,6/12/1988,66718
429219,Fabrizio,Katalagarianos,Assistant Engineer,1/14/1988,40000
429219,Fabrizio,Katalagarianos,Engineer,1/13/1993,40000
429219,Fabrizio,Katalagarianos,Senior Engineer,1/13/1998,40000
429220,Divine,Glinert,Senior Engineer,9/8/1986,65291
429443,Martial,Terekhov,Senior Engineer,1/13/1999,40000
429444,Peternela,Garigliano,Engineer,2/28/1985,40000
429444,Peternela,Garigliano,Senior Engineer,2/29/1992,40000
429221,Alain,Zykh,Technique Leader,2/1/1999,40000
429222,Boriana,Schmiedel,Senior Engineer,3/25/1986,54512
429549,Eben,Selenyi,Senior Engineer,8/29/1985,57943
429467,Kinh,Mitzlaff,Senior Staff,5/27/1999,44341
429467,Kinh,Mitzlaff,Staff,5/27/1991,44341
429468,Ennio,Walston,Senior Staff,7/6/1997,64437
429468,Ennio,Walston,Staff,7/6/1988,64437
429469,Elgin,Kowalchuk,Senior Engineer,8/29/1998,60622
429479,Miomir,Tetzlaff,Staff,9/4/1994,69093
429493,Adib,Motley,Engineer,3/17/1990,40000
429493,Adib,Motley,Senior Engineer,3/17/1999,40000
429494,Ipke,Puppe,Engineer,11/21/1998,58301
429507,Tsutomu,Kugler,Senior Staff,2/13/1993,55107
429507,Tsutomu,Kugler,Staff,2/14/1988,55107
429514,Alair,Merkl,Senior Staff,5/16/1995,40000
429514,Alair,Merkl,Staff,5/16/1987,40000
429518,Tomokazu,Poujol,Senior Staff,10/13/1994,62701
429518,Tomokazu,Poujol,Staff,10/13/1987,62701
429564,JoAnne,Pulkowski,Technique Leader,7/7/1986,59368
429573,Samphel,Castellani,Senior Staff,3/7/1997,81577
429573,Samphel,Castellani,Staff,3/7/1990,81577
429642,Kagan,Slutz,Engineer,6/24/1997,40000
429644,Dayanand,Papadias,Engineer,5/4/1988,50966
429648,Pranjal,Gaughan,Senior Staff,2/20/1988,77032
429596,Xiahua,Zyda,Assistant Engineer,6/27/1988,40000
429649,Lijie,Krone,Senior Engineer,9/29/1986,40000
429652,Woody,Denna,Engineer,6/4/1997,56459
429659,Jongsuk,Francisci,Engineer,6/30/1986,44515
429659,Jongsuk,Francisci,Senior Engineer,6/30/1994,44515
429663,Yefim,Luks,Engineer,11/3/1988,40000
429665,Snehasis,Piazza,Senior Staff,8/10/1995,59982
429665,Snehasis,Piazza,Staff,8/9/1988,59982
429596,Xiahua,Zyda,Engineer,6/27/1996,40000
429680,Adas,Weiland,Engineer,9/16/1985,40000
429680,Adas,Weiland,Senior Engineer,9/16/1994,40000
429601,Stafford,Driscoll,Senior Staff,7/3/1992,80753
429601,Stafford,Driscoll,Staff,7/4/1986,80753
429695,Hyuncheol,Angelov,Senior Staff,9/21/1994,56850
429695,Hyuncheol,Angelov,Staff,9/21/1985,56850
429628,Arunachalam,Perelgut,Engineer,2/27/1985,40777
429701,Shin,Feldmann,Engineer,6/24/1988,40000
429701,Shin,Feldmann,Senior Engineer,6/24/1994,40000
429628,Arunachalam,Perelgut,Senior Engineer,2/27/1990,40777
429634,Lidong,Azevdeo,Senior Staff,6/13/1997,64413
429634,Lidong,Azevdeo,Staff,6/13/1988,64413
429843,Chirstian,Lortz,Senior Staff,2/18/1991,40000
429749,Georgy,Reeken,Senior Staff,7/5/1994,40000
429751,Arnould,Ushiama,Engineer,1/11/1987,40000
429751,Arnould,Ushiama,Senior Engineer,1/11/1995,40000
429843,Chirstian,Lortz,Staff,2/18/1986,40000
429851,Dulce,Manders,Senior Staff,7/29/1992,61393
429761,Gadiel,Auyong,Engineer,6/2/1986,55014
429761,Gadiel,Auyong,Senior Engineer,6/1/1992,55014
429766,Mandell,Lorin,Senior Staff,9/23/1994,66825
429766,Mandell,Lorin,Staff,9/23/1987,66825
429851,Dulce,Manders,Staff,7/29/1985,61393
429781,Sailaja,Mellouli,Staff,9/28/1990,40000
429785,Radhia,Iivonen,Engineer,2/26/1985,40000
429785,Radhia,Iivonen,Senior Engineer,2/26/1994,40000
429801,Nahla,Angot,Senior Staff,9/7/1999,45392
429801,Nahla,Angot,Staff,9/7/1990,45392
429814,Georg,Tischendorf,Senior Staff,2/25/1992,78324
429827,Hercules,Pelz,Staff,8/3/1999,56721
429836,Arumugam,Kilgour,Senior Staff,10/11/1995,60811
429945,Tadahiro,Kornatzky,Senior Engineer,11/5/1985,66874
429961,Houman,Swiss,Senior Staff,12/5/1985,73843
429973,Arie,Rouquie,Engineer,3/26/1999,44500
429974,Udo,Doering,Senior Staff,2/15/1996,40000
429974,Udo,Doering,Staff,2/15/1988,40000
429860,Eben,Erdmenger,Engineer,12/5/1996,54703
429988,Jacopo,Riexinger,Senior Staff,8/2/1985,40000
429990,Kinh,Denti,Staff,3/10/1997,49218
429991,Rosine,Picco,Senior Staff,7/1/1991,40000
429991,Rosine,Picco,Staff,7/1/1985,40000
429992,Vishwani,Atrawala,Staff,7/24/1999,44703
429864,Shai,Quaggetto,Senior Staff,7/7/1993,71402
430000,Otmar,Genther,Engineer,9/29/1995,68444
430001,Lucien,Dalton,Engineer,2/29/1996,40000
430004,Morris,Orsini,Senior Staff,12/22/1988,76277
430005,Narain,Ranst,Technique Leader,10/8/1988,63661
429864,Shai,Quaggetto,Staff,7/7/1988,71402
429873,Shaleah,Stanger,Staff,11/28/1995,40000
430016,Adam,Randi,Senior Staff,7/8/1994,45009
430022,Shahaf,Iivonen,Engineer,9/9/1988,41081
429893,Wanqing,Guenter,Senior Engineer,10/6/1997,46289
429894,Breannda,Merkl,Engineer,12/8/1999,42068
429903,Taisook,Trystram,Senior Staff,1/15/1993,73516
430051,Muneo,Rodier,Senior Staff,1/21/1994,43771
430051,Muneo,Rodier,Staff,1/21/1989,43771
430058,Shaibal,Restivo,Engineer,10/7/1986,43276
430058,Shaibal,Restivo,Senior Engineer,10/7/1995,43276
430059,Yuguang,Bardell,Engineer,12/7/1987,58850
429903,Taisook,Trystram,Staff,1/16/1987,73516
429919,Mototsugu,Pashtan,Engineer,9/7/1987,64533
430070,Barna,Rettelbach,Senior Staff,12/10/1990,61213
430070,Barna,Rettelbach,Staff,12/10/1985,61213
430078,Kirk,Ginesta,Senior Staff,9/17/1994,85297
430078,Kirk,Ginesta,Staff,9/17/1988,85297
430079,Mikhail,England,Senior Staff,6/1/2001,80798
430079,Mikhail,England,Staff,6/1/1993,80798
429919,Mototsugu,Pashtan,Senior Engineer,9/6/1993,64533
430086,Zhanqiu,Unni,Engineer,3/15/1992,55021
430086,Zhanqiu,Unni,Senior Engineer,3/15/2001,55021
430147,Tran,Jayawardene,Senior Staff,7/10/1996,50040
430098,Ymte,Rahier,Staff,10/8/1996,42525
430101,Dekang,Veeraraghavan,Senior Staff,11/3/1995,46824
430101,Dekang,Veeraraghavan,Staff,11/2/1988,46824
430111,Tadahiko,Borstler,Engineer,7/14/1989,40000
430111,Tadahiko,Borstler,Senior Engineer,7/14/1995,40000
430128,Becky,Berztiss,Senior Staff,5/30/1986,47479
430237,Huican,Falster,Senior Engineer,2/16/1993,45877
430147,Tran,Jayawardene,Staff,7/10/1989,50040
430238,Mariusz,Vuskovic,Senior Engineer,2/2/1985,64479
430244,Halsur,Perng,Senior Engineer,2/10/1986,40000
430149,Gill,Luon,Senior Staff,4/6/1995,40947
430149,Gill,Luon,Staff,4/5/1988,40947
430152,Kersti,Tsukune,Senior Staff,8/9/1986,40000
430153,Kensei,Sommen,Engineer,8/15/1993,40000
430153,Kensei,Sommen,Senior Engineer,8/15/2000,40000
430164,Holgard,Parveen,Senior Staff,7/15/2001,57797
430282,Gou,Skrikant,Technique Leader,7/22/1997,46580
430283,Shir,Soicher,Engineer,5/21/1991,42932
430285,Nishit,Deville,Engineer,8/28/1986,55650
430285,Nishit,Deville,Senior Engineer,8/28/1993,55650
430164,Holgard,Parveen,Staff,7/15/1992,57797
430300,Xuedong,Binkley,Staff,10/19/1998,42148
430166,Poornachandra,Ravishankar,Senior Staff,8/29/1988,81260
430179,Neelam,Serna,Senior Staff,10/6/1997,83401
430315,Paloma,Engberts,Engineer,12/26/1988,53277
430315,Paloma,Engberts,Senior Engineer,12/26/1997,53277
430316,Otmar,Ellozy,Engineer,11/8/1985,59352
430316,Otmar,Ellozy,Senior Engineer,11/8/1994,59352
430179,Neelam,Serna,Staff,10/6/1988,83401
430182,Somnath,Terekhov,Engineer,6/16/1992,57808
430339,Xianlong,Gubsky,Engineer,5/26/1995,41957
430182,Somnath,Terekhov,Senior Engineer,6/16/2000,57808
430184,Leszek,Cunliffe,Senior Staff,6/26/1994,40000
430184,Leszek,Cunliffe,Staff,6/26/1986,40000
430196,Mechthild,Fasbender,Staff,2/11/1998,56683
430202,Gopalakrishnan,Pusterhofer,Senior Staff,3/7/1991,61519
430347,Malu,Cyne,Senior Staff,8/14/1994,69671
430347,Malu,Cyne,Staff,8/14/1986,69671
430202,Gopalakrishnan,Pusterhofer,Staff,3/7/1986,61519
430360,Bokyung,Bardell,Staff,10/9/1997,40000
430206,Xiaoqiu,Improta,Senior Staff,9/3/1994,52125
430362,Marc,Baranowski,Senior Staff,6/9/1995,47142
430362,Marc,Baranowski,Staff,6/9/1989,47142
430206,Xiaoqiu,Improta,Staff,9/3/1987,52125
430215,Heeju,Matzen,Engineer,12/23/1988,40000
430384,Taiji,Masand,Engineer,3/17/1988,54987
430384,Taiji,Masand,Senior Engineer,3/18/1995,54987
430215,Heeju,Matzen,Senior Engineer,12/23/1997,40000
430220,Phuoc,Kroon,Senior Staff,8/6/1992,40000
430400,Shahaf,Zwicker,Senior Engineer,11/25/1990,40000
430402,Ishfaq,Rahier,Senior Staff,11/16/1996,77173
430402,Ishfaq,Rahier,Staff,11/17/1987,77173
430403,Bowen,Rissland,Engineer,7/22/1987,40000
430403,Bowen,Rissland,Senior Engineer,7/21/1996,40000
430224,Noritoshi,Basawa,Senior Engineer,11/21/1987,44450
430407,Panayotis,Macedo,Senior Engineer,9/1/1987,55478
430414,Marlo,Piazza,Staff,10/19/1999,83701
430237,Huican,Falster,Engineer,2/16/1986,45877
430416,Laurentiu,Malabarba,Assistant Engineer,6/10/1987,40000
430416,Laurentiu,Malabarba,Engineer,6/9/1992,40000
430416,Laurentiu,Malabarba,Senior Engineer,6/9/1997,40000
430446,Guoxiang,Ghandeharizadeh,Assistant Engineer,8/21/1997,40000
430438,Leszek,Jullig,Engineer,12/30/1986,62524
430438,Leszek,Jullig,Senior Engineer,12/30/1995,62524
430459,Ziya,Roison,Senior Staff,2/27/1989,62345
430564,Yoshimitsu,Birke,Senior Engineer,3/8/1987,59596
430570,Adit,Papadias,Senior Staff,5/19/1994,40000
430570,Adit,Papadias,Staff,5/19/1985,40000
430461,Fan,Lichtner,Senior Staff,6/7/1997,64209
430461,Fan,Lichtner,Staff,6/7/1990,64209
430469,Miyeon,Perna,Senior Engineer,11/19/1987,40000
430596,Gill,Stanger,Engineer,7/26/1989,54994
430596,Gill,Stanger,Senior Engineer,7/26/1995,54994
430598,Garnik,Auria,Senior Staff,12/28/1986,44617
430604,Khue,Erie,Senior Staff,6/27/2000,44095
430604,Khue,Erie,Staff,6/27/1993,44095
430606,Parto,Biron,Engineer,4/18/1996,49035
430606,Parto,Biron,Senior Engineer,4/18/2001,49035
430615,Babette,Stanfel,Senior Staff,10/2/1992,69601
430615,Babette,Stanfel,Staff,10/3/1986,69601
430616,Ashish,Tchuente,Senior Engineer,6/12/1991,54272
430619,Poorav,Maierhofer,Senior Staff,2/14/1991,58348
430619,Poorav,Maierhofer,Staff,2/14/1985,58348
430633,Margareta,Peek,Senior Staff,3/22/1985,54373
430649,Lorien,Quittner,Senior Staff,9/25/1993,51968
430649,Lorien,Quittner,Staff,9/26/1987,51968
430662,Zita,Vernadat,Engineer,11/2/1988,56065
430662,Zita,Vernadat,Senior Engineer,11/2/1997,56065
430675,Shiv,Comellas,Engineer,5/31/1987,40000
430472,Jungsoon,Kalefeld,Engineer,4/14/1988,50460
430675,Shiv,Comellas,Senior Engineer,5/30/1993,40000
430677,Phuoc,Kaelbling,Senior Staff,6/17/1993,67898
430677,Phuoc,Kaelbling,Staff,6/17/1986,67898
430683,Godehard,Braunmuhl,Senior Engineer,3/3/1986,40000
430472,Jungsoon,Kalefeld,Senior Engineer,4/14/1997,50460
430685,Sergi,Jenevein,Senior Staff,8/30/1992,90101
430685,Sergi,Jenevein,Staff,8/31/1987,90101
430477,Subhrajyoti,Angelopoulos,Engineer,8/23/1986,43817
430692,Arunachalam,Yemenis,Senior Staff,8/1/1991,52510
430692,Arunachalam,Yemenis,Staff,8/1/1985,52510
430698,Gadiel,Hatcliff,Engineer,9/16/1988,56942
430698,Gadiel,Hatcliff,Senior Engineer,9/16/1993,56942
430477,Subhrajyoti,Angelopoulos,Senior Engineer,8/23/1995,43817
430481,Woody,Pauthner,Senior Staff,1/7/1998,40000
430708,Kinh,Melski,Engineer,1/5/2000,46548
430496,Kiam,Schwaller,Engineer,6/1/1986,40000
430713,Khedija,Peac,Senior Engineer,6/24/1988,40000
430720,Arco,Peha,Technique Leader,4/20/1989,63846
430724,Geoff,Gruenwald,Engineer,8/23/1986,40750
430724,Geoff,Gruenwald,Senior Engineer,8/23/1991,40750
430496,Kiam,Schwaller,Senior Engineer,6/1/1991,40000
430737,Jeane,Kadhim,Senior Staff,4/5/1992,71332
430498,Danel,Krybus,Engineer,12/8/1985,40000
430498,Danel,Krybus,Senior Engineer,12/8/1990,40000
430742,Jiong,Scallan,Engineer,3/18/1988,40000
430742,Jiong,Scallan,Senior Engineer,3/18/1994,40000
430743,Kasturi,Smeets,Staff,4/29/1999,62383
430745,Georgy,Stellhorn,Senior Staff,12/5/1998,40000
430499,Izaskun,Pleszkun,Senior Engineer,11/29/1988,53687
430501,Candida,McConalogue,Assistant Engineer,6/28/1995,70113
430754,Zengping,Langford,Senior Staff,5/27/1998,82629
430754,Zengping,Langford,Staff,5/27/1991,82629
430501,Candida,McConalogue,Engineer,6/27/2001,70113
430759,Fumiko,Buchter,Senior Staff,2/2/1990,55232
430759,Fumiko,Buchter,Staff,2/2/1985,55232
430512,Richara,Flanders,Engineer,3/26/1988,40000
430770,Pranas,Gerlach,Senior Staff,1/23/1993,40000
430770,Pranas,Gerlach,Staff,1/24/1988,40000
430772,Stepehn,Haraldson,Engineer,10/22/1991,47906
430772,Stepehn,Haraldson,Senior Engineer,10/22/1999,47906
430777,Hailing,Feldmann,Engineer,7/2/1987,71760
430777,Hailing,Feldmann,Senior Engineer,7/1/1992,71760
430512,Richara,Flanders,Senior Engineer,3/26/1997,40000
430519,Vojin,Lanteri,Senior Engineer,2/8/1985,40000
430789,Nathan,Antonakopoulos,Technique Leader,3/12/1997,54248
430523,Rosalyn,Validov,Staff,6/29/1996,60537
430800,Deborah,Falco,Senior Engineer,10/29/1988,46938
430524,Baoqiu,Schnabel,Assistant Engineer,3/16/1988,53266
430807,Suvo,Terwilliger,Senior Staff,4/13/1988,54812
430524,Baoqiu,Schnabel,Engineer,3/16/1997,53266
430812,Takushi,Vernadat,Engineer,4/29/1999,50508
430813,Bodo,Carrere,Senior Staff,6/11/1992,40000
430813,Bodo,Carrere,Staff,6/12/1987,40000
430534,Ghassan,Walston,Senior Engineer,6/15/1986,50866
430820,Tse,Snedden,Senior Staff,12/11/2000,40000
430820,Tse,Snedden,Staff,12/12/1994,40000
430830,Aris,Fadgyas,Engineer,12/7/1985,44305
430830,Aris,Fadgyas,Senior Engineer,12/7/1992,44305
430535,Georg,Fasbender,Senior Staff,11/2/1994,46447
430535,Georg,Fasbender,Staff,11/2/1988,46447
430543,Toshimitsu,Zongker,Engineer,2/6/1991,48217
430543,Toshimitsu,Zongker,Senior Engineer,2/5/1997,48217
430960,Shahaf,Lorie,Engineer,7/13/1989,44601
430841,Wanqing,Menyhert,Senior Staff,1/16/2002,75899
430841,Wanqing,Menyhert,Staff,1/16/1994,75899
430844,George,Mukaidono,Staff,4/9/1998,56920
430848,Xuejun,Shimshoni,Engineer,8/13/1990,57916
430848,Xuejun,Shimshoni,Senior Engineer,8/13/1997,57916
430854,Collette,Tsunoo,Engineer,2/2/1998,64451
430859,Gritta,Bakhtari,Senior Staff,9/26/1990,77853
430859,Gritta,Bakhtari,Staff,9/26/1985,77853
430878,Jinya,Siepmann,Engineer,3/17/1988,40000
430878,Jinya,Siepmann,Senior Engineer,3/17/1997,40000
430893,Oldrich,Couchot,Senior Staff,1/25/1994,65713
430893,Oldrich,Couchot,Staff,1/26/1988,65713
430898,Kiyomitsu,Braunschweig,Senior Staff,6/16/1990,40000
430906,Christ,Cyre,Senior Staff,1/17/2001,82501
430906,Christ,Cyre,Staff,1/17/1993,82501
430960,Shahaf,Lorie,Senior Engineer,7/13/1994,44601
430910,Duro,Taneja,Engineer,9/25/1998,45988
430961,Xuedong,Camarinopoulos,Engineer,6/16/1986,65811
430961,Xuedong,Camarinopoulos,Senior Engineer,6/15/1992,65811
430977,Tse,Pavlopoulou,Engineer,10/17/1985,40000
430926,Horward,Kroll,Assistant Engineer,10/3/1985,55311
430926,Horward,Kroll,Engineer,10/3/1991,55311
430936,Saddek,Deville,Senior Engineer,6/15/1988,59043
430982,Aamod,Oxman,Staff,8/15/1995,73050
430990,Masamitsu,Acton,Senior Staff,2/5/1988,40664
430999,Khatoun,Ranon,Senior Staff,2/6/1999,40000
431048,Selwyn,Sluis,Senior Staff,11/22/1986,40000
431055,Rildo,Vilarrasa,Engineer,7/27/1997,65855
431056,Deborah,Pietracaprina,Senior Staff,10/23/1996,40000
431056,Deborah,Pietracaprina,Staff,10/24/1990,40000
431058,Shaibal,Denti,Engineer,5/28/1998,40000
431062,Chikara,Magalhaes,Senior Staff,7/15/1995,40000
431062,Chikara,Magalhaes,Staff,7/15/1987,40000
431073,Demin,Savasere,Assistant Engineer,1/12/1991,50387
431073,Demin,Savasere,Engineer,1/12/2000,50387
431078,Adib,Ananiadou,Senior Staff,7/1/1994,73990
431078,Adib,Ananiadou,Staff,7/1/1987,73990
431080,Shigehito,Pauthner,Engineer,8/1/1992,40000
431080,Shigehito,Pauthner,Senior Engineer,8/1/1998,40000
431083,Ibibia,Dulin,Engineer,8/19/1995,40000
431083,Ibibia,Dulin,Senior Engineer,8/18/2000,40000
431105,Masoud,Chaudhuri,Engineer,6/7/1992,70446
431105,Masoud,Chaudhuri,Senior Engineer,6/7/2000,70446
431109,Huei,Hagimont,Engineer,4/6/1991,40000
431126,Claude,Kroon,Engineer,1/18/1993,43809
431126,Claude,Kroon,Senior Engineer,1/18/2001,43809
431128,Odoardo,Esteva,Senior Engineer,5/21/1987,61976
