emp_no,first_name,last_name,title,to_date
421543,Volkmar,Haddadi,Senior Staff,1/1/9999
421546,Barun,Flanders,Senior Engineer,1/1/9999
421547,Rasiah,Sudkamp,Technique Leader,12/3/2000
421549,Arvin,Remmers,Engineer,1/1/9999
421554,Fei,Asser,Senior Engineer,1/1/9999
421570,Shuji,Taubenfeld,Senior Staff,1/1/9999
421575,JoAnne,Farrag,Senior Engineer,1/1/9999
421577,Behnaam,Kopetz,Senior Engineer,12/7/2000
421608,Poorav,Stifter,Senior Staff,5/12/1997
421628,Qunsheng,Schwartzbauer,Senior Staff,4/5/1995
421644,Manton,Jarecki,Engineer,8/10/1988
421654,Claude,Ciolek,Senior Staff,1/1/9999
421656,Shaleah,Morton,Senior Engineer,1/1/9999
421667,Masamitsu,Delgrange,Staff,12/23/1993
421683,Khalil,Heystek,Senior Staff,10/18/2001
421697,Marko,Iwayama,Senior Staff,1/1/9999
421698,Flemming,Billawala,Senior Staff,1/1/9999
421712,Marla,Grandbois,Senior Engineer,1/1/9999
421720,Thodoros,Erde,Senior Staff,1/1/9999
421721,Shao,Reinhart,Staff,1/3/1994
421723,Ymte,Olano,Senior Staff,1/1/9999
421730,Vishwani,Feldhoffer,Senior Engineer,1/1/9999
421738,Bluma,Olano,Staff,10/17/2001
421739,Shahar,Bisiani,Technique Leader,1/1/9999
421740,Shin,Jarecki,Senior Engineer,1/1/9999
421749,Dietrich,Calkin,Engineer,1/1/9999
421754,Pasqua,Matzen,Senior Staff,1/1/9999
421773,Kwangjo,Makinen,Engineer,9/9/2001
421775,Gretta,Baak,Staff,1/1/9999
421787,Yifei,Lunn,Senior Engineer,1/1/9999
421792,Bernt,Maliniak,Senior Staff,1/1/9999
421796,Yakkov,Apsitis,Senior Staff,1/1/9999
421801,Jeanna,McConalogue,Senior Staff,1/1/9999
421822,Mario,Rodham,Engineer,1/1/9999
421832,Leszek,Brizzi,Engineer,1/1/9999
421836,Phuoc,Eugenio,Senior Staff,1/1/9999
421839,Rosli,Bennet,Senior Staff,1/1/9999
421846,Gunilla,Einsfeld,Senior Engineer,1/1/9999
421849,Zhenhua,Pileggi,Senior Engineer,1/1/9999
421854,Mitsuyuki,Guting,Assistant Engineer,2/19/2002
421856,Mona,Suomi,Senior Engineer,1/1/9999
421860,Masali,Cyre,Senior Engineer,1/1/9999
421866,Larisa,Perin,Assistant Engineer,5/14/1997
421871,Mohua,Chachaty,Senior Engineer,1/1/9999
421876,Tzu,Rijckaert,Senior Staff,1/1/9999
421881,Prodip,Mandell,Engineer,12/16/1997
421886,Holgard,Gelosh,Senior Engineer,1/1/9999
421896,Serif,Chinin,Senior Engineer,1/1/9999
421902,Ingmar,Francisci,Senior Engineer,1/1/9999
421904,Shigeaki,Nergos,Senior Engineer,6/2/2000
421930,Chiradeep,Mateescu,Senior Staff,1/1/9999
421940,Marek,Covnot,Senior Staff,1/1/9999
421946,Mohamadou,Sambasivam,Senior Staff,1/1/9999
421948,Marl,Chorvat,Senior Staff,1/1/9999
421954,Leandro,Reeker,Staff,1/1/9999
421956,Kotesh,Hedayat,Senior Staff,1/1/9999
421963,Shir,Setia,Staff,1/1/9999
421975,Hyuckchul,Eastman,Senior Staff,1/1/9999
421986,Gritta,Furudate,Senior Staff,1/1/9999
421994,Lubomir,Cyre,Senior Engineer,1/1/9999
421999,Mark,Perng,Senior Engineer,1/1/9999
422001,Georgy,Nitsche,Senior Engineer,1/1/9999
422005,Avishai,Stentiford,Senior Engineer,3/22/1998
422009,LiMin,Vieth,Senior Engineer,1/1/9999
422017,Deborah,Eiron,Senior Engineer,4/18/2001
422024,Ranan,Tsukuda,Senior Staff,6/30/1995
422033,Basim,Butterworth,Senior Staff,1/1/9999
422042,Domenick,Roisin,Senior Engineer,1/1/9999
422046,Kyoichi,Parfitt,Senior Engineer,1/1/9999
422049,Vesna,Oberman,Senior Staff,1/1/9999
422056,Wonhee,Murrill,Senior Engineer,1/1/9999
422057,Mahmut,Shiratori,Senior Staff,1/1/9999
422058,Xiping,Selenyi,Senior Staff,1/1/9999
422063,Danny,Monkewich,Senior Engineer,5/1/2002
422066,Aleksander,Berendt,Senior Engineer,1/1/9999
422078,Yuichiro,Ratnaker,Staff,1/1/9999
422083,Fusako,Kowalchuk,Senior Staff,1/1/9999
422084,Guenter,Ranai,Senior Staff,1/1/9999
422100,Kotesh,Aingworth,Senior Engineer,1/1/9999
422105,Yongdong,Zykh,Senior Staff,1/1/9999
422124,Leandro,Birch,Senior Engineer,1/1/9999
422131,Adin,Kleiser,Engineer,1/1/9999
422133,Collette,Brattka,Senior Staff,1/1/9999
422150,Felicidad,Lundstrom,Senior Engineer,1/1/9999
422152,Achilleas,Peek,Engineer,5/22/1996
422156,Chikara,Cardazo,Staff,1/1/9999
422161,Malu,Riefers,Senior Staff,1/1/9999
422180,Dekang,Christ,Senior Engineer,1/1/9999
422184,Changho,Vesel,Technique Leader,1/1/9999
422193,Mabhin,Farris,Staff,8/12/1991
422202,Brendon,Cromarty,Senior Staff,2/11/1994
422205,Mandell,Kamber,Senior Engineer,1/1/9999
422208,Shietung,Constantine,Senior Engineer,1/1/9999
422216,Toshimitsu,Felcyn,Senior Engineer,1/1/9999
422223,Zine,Madeira,Technique Leader,1/1/9999
422227,Francoise,Brizzi,Senior Engineer,1/1/9999
422229,Subbu,Kawashima,Senior Engineer,1/1/9999
422233,Aemilian,Koshino,Senior Staff,1/1/9999
422238,Masoud,Kaltofen,Senior Engineer,1/1/9999
422241,Roselyn,Ponthieu,Senior Engineer,1/1/9999
422244,Leon,Zeilberger,Senior Staff,1/1/9999
422245,Utz,Ginneken,Senior Staff,1/1/9999
422246,Francesca,Kusakari,Senior Staff,1/1/9999
422269,Muneo,Peck,Staff,12/29/1992
422296,Kazuhide,Birch,Senior Engineer,1/1/9999
422304,Manton,Warwick,Senior Engineer,1/1/9999
422305,Cristinel,Moehrke,Senior Engineer,10/23/1988
422323,Kauko,Luca,Senior Engineer,1/1/9999
422332,Naftali,Mawatari,Senior Engineer,3/16/1996
422338,Sachem,Rindone,Senior Staff,1/1/9999
422340,Halsur,Lorcy,Senior Engineer,1/1/9999
422342,Mario,Schahn,Engineer,1/1/9999
422349,Mani,Straney,Senior Staff,1/1/9999
422357,Parto,Berztiss,Engineer,1/1/9999
422363,Tetsurou,Pramanik,Senior Staff,1/1/9999
422379,Yongmin,Kabayashi,Senior Engineer,1/1/9999
422380,Mamdouh,Kawashimo,Technique Leader,1/1/9999
422381,Aran,Merkl,Senior Staff,1/1/9999
422388,Atilio,Godskesen,Senior Engineer,1/1/9999
422389,Ramachenga,Suwa,Senior Engineer,1/1/9999
422390,Jiann,Gist,Senior Engineer,1/1/9999
422391,Shaowei,Birge,Engineer,11/23/2001
422393,Ramya,Schapire,Engineer,1/1/9999
422402,Shugo,Wiegley,Senior Staff,1/1/9999
422447,Falguni,Peres,Technique Leader,1/1/9999
422454,Nechama,McAlpine,Senior Staff,1/1/9999
422461,Ebbe,Beetstra,Senior Engineer,1/1/9999
422463,Kellyn,Benzaken,Senior Staff,1/1/9999
422467,Huei,Armand,Staff,3/20/2001
422470,Arvin,Androutsos,Senior Staff,1/1/9999
422471,Owen,Delgrossi,Staff,10/19/1992
422476,Xiahua,Biran,Engineer,9/26/1989
422481,Irene,Fujisaki,Senior Engineer,1/1/9999
422505,Serif,Kushnir,Senior Staff,6/2/1994
422506,Patricio,Lambe,Senior Staff,1/1/9999
422511,Zijian,Zaumen,Senior Staff,1/1/9999
422514,Dharmaraja,Mitzlaff,Senior Staff,1/1/9999
422523,Irene,Tramer,Senior Staff,3/24/1993
422531,Perry,Leuchs,Assistant Engineer,7/23/1995
422537,Khue,Denis,Senior Engineer,1/1/9999
422542,Bojan,Steenbeek,Senior Staff,1/1/9999
422549,Miomir,Felder,Senior Staff,6/13/2000
422558,Aris,Negoita,Senior Staff,1/1/9999
422560,Honglan,Restivo,Staff,8/1/2001
422566,Adly,Erva,Engineer,1/1/9999
422573,Jianhao,Anily,Senior Engineer,1/1/9999
422577,Vasilis,Henseler,Technique Leader,1/1/9999
422587,Mohit,Speek,Senior Engineer,1/1/9999
422588,Abdelghani,Gimarc,Senior Engineer,1/1/9999
422614,Anneke,Wuwongse,Senior Engineer,1/1/9999
422619,Aron,Bottner,Senior Staff,1/1/9999
422621,Zhonghui,Hashii,Senior Engineer,8/28/2001
422631,Richara,Lorin,Senior Staff,1/1/9999
422636,Bouchung,Schreiter,Senior Staff,1/1/9999
422638,Susanta,Schwaller,Senior Engineer,1/1/9999
422639,Pascal,Munawer,Senior Staff,1/1/9999
422641,Padma,Hasham,Senior Staff,1/1/9999
422646,Alexius,Peltason,Senior Engineer,1/1/9999
422665,Arunachalam,Edelhoff,Senior Staff,1/1/9999
422671,Ronghao,Basagni,Senior Engineer,1/1/9999
422673,Xiong,Miculan,Senior Staff,1/1/9999
422676,Udaiprakash,Wissmann,Senior Engineer,1/1/9999
422677,Arra,Staylopatis,Senior Engineer,1/1/9999
422685,Reinhard,Oxman,Senior Engineer,1/1/9999
422695,Vojin,Ratzlaff,Staff,6/26/1992
422696,Debatosh,Botman,Senior Staff,1/1/9999
422698,Lobel,Maraist,Senior Staff,5/25/1997
422709,Sanjit,Varley,Senior Engineer,9/16/1993
422736,Clyde,Bugaenko,Senior Staff,1/1/9999
422744,Francoise,Panwar,Senior Engineer,1/1/9999
422757,Willard,Merli,Senior Engineer,6/16/1999
422769,Amstein,Ginneken,Senior Engineer,1/1/9999
422775,Moto,Emmart,Senior Engineer,1/1/9999
422782,JiYoung,Czaja,Senior Staff,1/1/9999
422784,Gererd,Breugel,Technique Leader,1/1/9999
422800,Rimli,Lunt,Senior Staff,1/26/1991
422812,Akeno,Pashtan,Senior Staff,1/1/9999
422814,Samphel,Klerer,Engineer,2/24/1998
422851,Basant,Muhlberg,Senior Engineer,1/1/9999
422872,Morrie,Chappelet,Senior Staff,1/1/9999
422877,Haldun,Speel,Senior Staff,1/1/9999
422879,Torsten,Merle,Senior Staff,1/1/9999
422880,Berna,Anily,Engineer,11/9/2001
422896,Kristin,Kulisch,Senior Staff,1/1/9999
422906,Susumu,Denny,Senior Engineer,1/1/9999
422926,Bernardo,Ouhyoung,Senior Engineer,1/1/9999
422938,Shuho,Taneja,Senior Staff,1/1/9999
422940,Arnd,Orlowski,Senior Engineer,1/28/1997
422946,Heekeun,Schmezko,Engineer,1/20/1999
422949,Vishv,Stentiford,Senior Staff,1/1/9999
422950,Sampalli,Uhrik,Senior Staff,1/1/9999
422960,Naftaly,Baezner,Senior Engineer,1/1/9999
422979,Kiyokazu,Shihab,Senior Staff,1/1/9999
422987,Baocai,Schieder,Engineer,8/11/1992
422995,Gro,Pezzoli,Senior Staff,1/1/9999
423004,Stepehn,Saoudi,Senior Engineer,1/1/9999
423005,Chenyi,Furedi,Senior Staff,1/1/9999
423006,Masasuke,Miara,Staff,7/3/1995
423007,DAIDA,Przulj,Engineer,1/1/9999
423010,Rasikan,Aumann,Senior Staff,1/1/9999
423022,Lokesh,Schaar,Engineer,1/22/1994
423024,Khosrow,Usdin,Senior Staff,1/1/9999
423032,Yolla,Katiyar,Senior Staff,1/1/9999
423050,Jianwen,Schueller,Senior Staff,1/1/9999
423093,Dannz,Kadhim,Senior Staff,1/1/9999
423102,Shir,Heyers,Staff,1/1/9999
423104,Annemarie,McConalogue,Senior Staff,1/1/9999
423116,Sukumar,Ramsay,Staff,1/10/1993
423120,Hideo,Raoux,Staff,8/8/1997
423126,Valeri,Scallan,Senior Staff,1/1/9999
423135,IEEE,Wegerle,Technique Leader,1/1/9999
423150,Constantijn,Schonegge,Senior Staff,1/1/9999
423157,Ebbe,Nitta,Technique Leader,3/23/1998
423165,Achilleas,Mahnke,Senior Engineer,3/18/2000
423168,Faiza,Oehlmann,Senior Staff,1/1/9999
423171,Francesca,Mandell,Senior Staff,1/1/9999
423187,Eckart,Sidje,Staff,6/9/1989
423191,Kasturi,Siksek,Senior Engineer,1/1/9999
423200,Doohun,Langford,Senior Engineer,1/1/9999
423226,Tadahiro,Szmurlo,Senior Staff,1/1/9999
423237,Abdelaziz,Kakkar,Staff,2/20/1997
423241,Nadjib,Litvinov,Senior Engineer,1/1/9999
423243,Gill,Lammel,Staff,1/1/9999
423251,Maia,Zolotykh,Senior Staff,1/1/9999
423272,Khun,Molenaar,Senior Engineer,1/1/9999
423275,Franziska,Jeansoulin,Senior Engineer,1/1/9999
423302,Xiahua,Strooper,Senior Engineer,12/24/1999
423304,Angel,Willoner,Senior Staff,1/1/9999
423308,Tsz,Esposito,Senior Staff,1/1/9999
423311,Chikako,Zeidenstein,Senior Engineer,1/1/9999
423317,Lenore,Warwick,Senior Engineer,1/1/9999
423323,Aiman,Ventosa,Technique Leader,1/1/9999
423325,Vidya,Casperson,Engineer,5/30/1997
423326,Idoia,Cullers,Senior Engineer,1/1/9999
423338,Chuanti,Rosiles,Senior Staff,1/1/9999
423344,Tse,Brobst,Engineer,1/1/9999
423348,Shaibal,Perng,Senior Engineer,1/1/9999
423349,Huiqun,Kuhnemann,Senior Engineer,1/1/9999
423352,Shigehiro,Isard,Senior Staff,1/1/9999
423371,Jamaludin,Qiwen,Staff,1/1/9999
423373,Golgen,Schwartzburd,Senior Staff,1/1/9999
423388,Hiroyasu,Byoun,Staff,1/1/9999
423397,Masami,Ghelli,Senior Engineer,1/1/9999
423399,Gina,Falck,Senior Staff,1/1/9999
423403,Debatosh,Alpay,Senior Engineer,8/20/2000
423406,Yuuichi,Barbanera,Senior Staff,1/1/9999
423412,Kwok,Spelt,Senior Engineer,1/1/9999
423418,Guttorm,Brendel,Senior Engineer,1/1/9999
423424,Nobuyoshi,Foong,Senior Engineer,1/1/9999
423434,Uta,Shackell,Senior Staff,1/1/9999
423443,Chenye,Camarinopoulos,Senior Engineer,1/1/9999
423454,Achilleas,Vandervoorde,Senior Engineer,1/1/9999
423464,Shiv,Rodier,Engineer,1/1/9999
423466,Magy,Zhang,Senior Engineer,1/1/9999
423468,Leandro,Heuser,Senior Engineer,1/1/9999
423477,Martina,Beznosov,Senior Engineer,1/1/9999
423479,Rosine,Hambrick,Senior Engineer,1/1/9999
423484,Geoffrey,Mersereau,Senior Staff,1/1/9999
423487,Kiyotoshi,Biran,Senior Engineer,9/15/2001
423497,Luisa,Driscoll,Senior Staff,1/1/9999
423526,Adly,Choobineh,Senior Engineer,1/1/9999
423533,Francesca,Rathonyi,Senior Engineer,7/4/2001
423534,Barna,Gulak,Senior Staff,5/26/1995
423536,Toshimo,Coney,Senior Staff,1/1/9999
423538,Shuky,Schieder,Senior Engineer,1/1/9999
423543,Oldrich,Acton,Senior Engineer,1/1/9999
423550,Srinidhi,Herber,Engineer,10/19/1988
423565,Srinidhi,Gurbaxani,Senior Engineer,1/1/9999
423570,Suebskul,Ullian,Senior Staff,1/1/9999
423577,Taegyun,Improta,Senior Staff,5/7/2002
423579,Gopalakrishnan,Etalle,Senior Staff,1/1/9999
423592,Chenxi,Azuma,Senior Staff,1/1/9999
423596,Lokesh,Heystek,Senior Staff,1/1/9999
423605,Hiroyasu,Tanemo,Senior Staff,1/1/9999
423607,Deborah,Suwa,Senior Staff,1/1/9999
423620,Mingdong,Gulla,Senior Engineer,1/1/9999
423625,Marc,Candan,Senior Engineer,1/1/9999
423632,Masoud,Pocchiola,Senior Staff,1/1/9999
423669,Ung,Lakshmanan,Engineer,1/1/9999
423674,Ugo,Motley,Staff,2/21/1997
423679,Xiaobin,Azuma,Senior Engineer,1/1/9999
423689,Xudong,Schlumberger,Engineer,1/1/9999
423691,Alain,Hanratty,Senior Engineer,1/1/9999
423693,Randi,Zweizig,Senior Staff,1/1/9999
423701,Yinlin,Bellone,Senior Engineer,1/1/9999
423702,Parke,Iivonen,Senior Staff,1/1/9999
423705,Christ,Kaelbling,Senior Engineer,1/1/9999
423720,Barry,Maierhofer,Senior Staff,1/1/9999
423725,Dines,Belinskaya,Senior Staff,1/1/9999
423728,Denny,Murtafg,Senior Engineer,1/1/9999
423732,Barry,Delgrange,Technique Leader,1/1/9999
423734,Huan,Montresor,Senior Staff,1/1/9999
423738,Mantis,Weiland,Senior Engineer,1/1/9999
423740,Jaroslava,Bardell,Senior Engineer,3/10/1996
423752,Shigeu,Bellmore,Senior Staff,11/19/2001
423756,Huican,Schlumberger,Assistant Engineer,1/1/9999
423757,Katsuyuki,Baezner,Senior Engineer,1/1/9999
423768,Limsoon,Asmuth,Senior Engineer,1/1/9999
423777,Tomofumi,Roccetti,Senior Engineer,1/1/9999
423803,Xuejun,Beilner,Senior Engineer,1/1/9999
423807,Barry,Rikino,Staff,1/1/9999
423823,Yucel,Demian,Senior Engineer,1/1/9999
423829,Chenxi,Peroz,Staff,1/1/9999
423830,Maya,Menhoudj,Senior Engineer,1/1/9999
423835,Clyde,Trachtenberg,Senior Staff,1/1/9999
423840,Mahmut,Mandell,Assistant Engineer,8/20/1996
423844,Masadi,Smeets,Engineer,1/1/9999
423848,Taizo,Zambonelli,Senior Engineer,1/1/9999
423876,Amstein,Gustavson,Assistant Engineer,1/1/9999
423877,Stella,Salverda,Senior Engineer,1/1/9999
423893,Fumino,Gerteisen,Senior Engineer,1/1/9999
423897,Jacopo,Baezner,Senior Staff,1/1/9999
423907,Sanjit,Akaboshi,Senior Staff,1/1/9999
423916,Adel,Ecklund,Senior Staff,1/1/9999
423917,Dines,Bouloucos,Engineer,1/1/9999
423920,Mana,Thombley,Senior Engineer,1/1/9999
423938,Sham,Fritzsche,Senior Staff,1/1/9999
423939,Khatoun,Carrere,Engineer,1/1/9999
423945,Ymte,Heping,Senior Staff,1/1/9999
423950,Gen,Marrakchi,Staff,12/3/1995
423959,Guttorm,Fabrizio,Senior Staff,1/1/9999
423960,Pramod,Snyers,Technique Leader,1/1/9999
423966,Harjit,Badache,Staff,1/1/9999
423972,Premsyl,Miake,Senior Staff,1/1/9999
423982,Hidde,Boissier,Senior Engineer,1/1/9999
423985,Ottavia,Azevdeo,Technique Leader,1/1/9999
423986,Debatosh,Alvarado,Engineer,1/1/9999
423991,Weicheng,Gargeya,Senior Engineer,1/1/9999
424000,Petter,Zlotek,Engineer,11/6/1990
424012,Cullen,Legleitner,Senior Engineer,1/1/9999
424028,Jaber,Ranon,Staff,8/29/2000
424037,Sumant,Langford,Senior Staff,1/1/9999
424043,Tetsurou,Gulik,Senior Staff,1/1/9999
424065,Elliott,Ghazalie,Senior Engineer,12/6/1996
424080,Zvonko,Hambrick,Staff,11/7/1992
424084,Demin,Suwa,Staff,1/1/9999
424085,Irene,Merks,Engineer,1/1/9999
424090,Inderjeet,Holburn,Staff,1/1/9999
424093,Chikako,Bolsens,Senior Engineer,1/1/9999
424099,Kwangyoen,Strandh,Senior Staff,1/1/9999
424101,Giordano,Kading,Senior Engineer,5/31/2000
424120,Oksana,Mersereau,Senior Staff,5/6/1999
424134,Aleksandar,Wrigley,Senior Engineer,1/1/9999
424135,Masaki,Fairtlough,Senior Staff,1/1/9999
424142,Turgut,Larfeldt,Senior Engineer,1/1/9999
424144,Candido,Lorin,Senior Staff,1/1/9999
424157,Fumiyo,Felder,Senior Staff,1/1/9999
424166,Hairong,Kuzuoka,Senior Engineer,1/1/9999
424167,Kazuhiko,Hasham,Engineer,1/1/9999
424185,Sigeru,Khalid,Senior Engineer,1/1/9999
424189,Martijn,Denny,Senior Engineer,1/1/9999
424192,Boaz,Rosenbaum,Senior Staff,1/1/9999
424195,Shunichi,Panwar,Senior Engineer,12/9/1996
424200,Shooichi,Yeung,Engineer,1/1/9999
424205,Paris,Shumilov,Senior Engineer,1/1/9999
424220,Felicidad,Morrey,Senior Staff,1/1/9999
424224,Arunachalam,Plumb,Staff,1/1/9999
424230,Irena,Sridhar,Senior Staff,1/1/9999
424242,Fen,Ouhyoung,Senior Staff,1/24/1995
424248,Siamak,Markovitch,Senior Engineer,1/1/9999
424250,Suzette,Wendorf,Senior Staff,1/1/9999
424252,Shirish,Bernardinello,Senior Staff,1/1/9999
424259,Seongbin,Bennis,Senior Engineer,1/1/9999
424262,Krassimir,Trelles,Senior Staff,1/1/9999
424263,Martins,Schoegge,Staff,1/27/1998
424264,Yucai,Woycyznski,Senior Staff,1/1/9999
424293,Hinrich,Malabarba,Senior Engineer,7/31/1995
424298,Francesca,Chinin,Staff,1/1/9999
424309,Masoud,Chachaty,Senior Engineer,1/1/9999
424327,Chrisa,Unni,Senior Engineer,1/1/9999
424328,Juyoung,Murtafg,Senior Staff,1/1/9999
424336,Owen,Hiltgen,Senior Engineer,1/1/9999
424343,Tadahiro,Mersereau,Senior Engineer,12/5/2000
424347,Basant,Schrift,Senior Staff,9/14/1998
424354,Gennadi,Plessier,Senior Engineer,1/1/9999
424355,Szabolcs,Garrabrants,Senior Engineer,1/1/9999
424367,Kokou,Passino,Engineer,1/1/9999
424378,Sanjiv,Varman,Senior Engineer,1/1/9999
424379,Menkae,Murtagh,Staff,1/1/9999
424391,Marc,Skogmar,Senior Staff,1/1/9999
424393,Hironobu,Rosti,Senior Engineer,1/1/9999
424399,Tamiya,Brattka,Senior Engineer,1/1/9999
424405,Cedric,Restivo,Senior Staff,1/1/9999
424410,Mads,Jahnichen,Senior Engineer,1/1/9999
424425,Fuqing,Isaac,Senior Staff,1/1/9999
424433,Debaprosad,Monkewich,Senior Engineer,10/18/1995
424447,Irene,Miake,Senior Staff,1/1/9999
424452,Shalesh,Pero,Senior Engineer,1/1/9999
424461,Nitsan,Snyers,Senior Engineer,1/1/9999
424462,Taisook,Kabayashi,Senior Staff,6/8/2001
424464,Jianhua,Deverell,Staff,1/1/9999
424467,Udo,Hockney,Senior Staff,1/1/9999
424468,Elrique,Pocchiola,Senior Staff,1/1/9999
424483,Dipankar,Zhiwei,Senior Staff,1/1/9999
424491,Caolyn,Munoz,Staff,1/1/9999
424496,Kellie,Comellas,Senior Engineer,9/18/1999
424497,Shahab,Maccarone,Senior Engineer,1/1/9999
424499,Kristine,Camurati,Staff,1/1/9999
424525,Kenton,Krichel,Engineer,6/4/1992
424532,Sachar,Brender,Senior Engineer,1/1/9999
424536,Christoph,Feldhoffer,Senior Staff,1/1/9999
424541,Mooi,Kawashimo,Staff,8/17/1992
424557,Renny,Karcich,Staff,12/6/1999
424558,Vojin,Casley,Senior Engineer,1/1/9999
424563,Rosli,Pileggi,Senior Staff,1/1/9999
424564,Kristina,Stasinski,Senior Staff,1/1/9999
424565,Bartek,Plavsic,Engineer,1/1/9999
424570,Gil,Klyachko,Senior Staff,1/1/9999
424571,Keiichiro,Tempesti,Senior Engineer,1/1/9999
424576,Weiyi,Billingsley,Senior Engineer,1/1/9999
424581,Turgut,Christianini,Senior Staff,1/1/9999
424591,Abdelwaheb,Yeung,Senior Staff,1/1/9999
424593,Mohammed,Serra,Senior Staff,1/1/9999
424597,Wuxu,Hinsberger,Technique Leader,1/1/9999
424607,Gunilla,Kowalchuk,Senior Engineer,1/1/9999
424609,Erzsebet,Reistad,Senior Staff,1/1/9999
424615,Gregory,Hasham,Senior Engineer,1/1/9999
424619,Garnet,Kugler,Senior Staff,1/1/9999
424631,Naftali,Gajiwala,Staff,11/30/1990
424635,Van,Akiyama,Engineer,10/6/1986
424636,Domenick,Perl,Senior Engineer,1/1/9999
424659,Mohd,Gyorkos,Senior Engineer,1/1/9999
424660,Murthy,Ballarin,Engineer,6/10/1993
424662,Jaewon,Swab,Senior Engineer,1/1/9999
424677,Patricia,Karcich,Senior Staff,1/1/9999
424694,Candido,Morris,Senior Staff,1/1/9999
424700,Dietrich,Kossowski,Senior Engineer,1/1/9999
424705,Achilleas,Falster,Staff,11/1/1989
424719,Feixiong,Curless,Senior Engineer,1/1/9999
424724,Suebskul,Angelopoulos,Senior Engineer,1/1/9999
424734,Zhensheng,Babb,Senior Engineer,12/12/1990
424744,Qingxiang,Butterworth,Senior Engineer,1/1/9999
424755,Arco,Ranka,Senior Staff,1/1/9999
424765,Lillian,Azevdeo,Senior Engineer,1/1/9999
424786,Martins,Rosiles,Senior Staff,1/1/9999
424795,Waiman,Kusakari,Engineer,2/26/2002
424811,Tomokazu,Reutenauer,Senior Staff,1/1/9999
424812,Martina,Taneja,Senior Engineer,1/1/9999
424824,Heng,Plump,Staff,2/15/1986
424826,Gadiel,Wursthorn,Senior Engineer,1/24/1999
424840,Mara,Bernardinello,Senior Engineer,1/1/9999
424849,Peer,Borovoy,Senior Staff,8/18/1998
424869,Ortrud,Zwicker,Senior Staff,3/9/2001
424870,Mingdong,Valette,Senior Engineer,1/1/9999
424876,Kazuyasu,Seuren,Senior Engineer,1/1/9999
424885,Zhensheng,Picco,Senior Engineer,1/1/9999
424892,Ingmar,Farrow,Senior Staff,1/1/9999
424900,Aemilian,Siksek,Engineer,1/1/9999
424907,Visit,Schwaller,Senior Engineer,1/1/9999
424910,Weiye,Miara,Senior Staff,1/1/9999
424913,Almudena,Ravishankar,Technique Leader,1/1/9999
424928,Eben,Iisaka,Staff,12/24/1996
424936,Armond,Esposito,Engineer,5/4/1997
424937,Teunis,Buchter,Senior Engineer,1/1/9999
424946,Gian,Benzmuller,Senior Staff,2/22/1997
424950,Yuchang,Mundy,Senior Staff,1/1/9999
424961,Yaghout,Morris,Senior Staff,1/1/9999
424979,Pohua,Rousseau,Senior Staff,7/10/1997
424980,Dekang,Badr,Senior Engineer,1/1/9999
424981,Naraig,Milicia,Technique Leader,7/1/2001
424990,Mart,Rajcani,Technique Leader,12/12/1992
424995,Jouni,Bale,Senior Staff,1/1/9999
424997,Heekeun,Anger,Senior Engineer,1/1/9999
424998,Demin,Schmezko,Senior Engineer,1/1/9999
425006,Satyanarayana,Wegerle,Engineer,5/31/1996
425011,Abdelwaheb,Prochazka,Senior Engineer,1/1/9999
425013,Mariusz,Fargier,Technique Leader,1/1/9999
425015,Bikash,Cannata,Senior Staff,5/15/2001
425033,Ekawit,Waleschkowski,Senior Staff,1/1/9999
425050,Jingling,Vingron,Senior Staff,1/1/9999
425078,Tommaso,Angiulli,Engineer,1/1/9999
425086,Ramachenga,Zallocco,Technique Leader,3/27/1995
425092,Ebbe,Meszaros,Senior Staff,1/1/9999
425104,Billur,Zolotykh,Senior Staff,1/1/9999
425106,Sakthirel,Bednarek,Senior Staff,1/1/9999
425113,Dinkar,Copas,Senior Staff,1/1/9999
425115,Naftali,Begiun,Senior Engineer,1/1/9999
425125,Hongzhu,Rosenbaum,Engineer,1/1/9999
425131,Phule,Antonakopoulos,Senior Engineer,1/1/9999
425132,Christoper,Perry,Senior Staff,1/1/9999
425151,Gian,Schiper,Senior Staff,1/1/9999
425169,Bernice,Vernadat,Engineer,7/26/1986
425178,Vishv,Kusakabe,Engineer,2/22/2000
425181,Roselyn,Foote,Senior Engineer,1/1/9999
425182,Urs,Shigei,Senior Engineer,1/1/9999
425193,Thodoros,Cronau,Senior Engineer,1/1/9999
425216,Rildo,Mahmud,Senior Engineer,12/19/1997
425219,Martien,Macedo,Senior Engineer,1/1/9999
425220,Xiadong,Anger,Senior Staff,1/1/9999
425221,Honglan,Riesenhuber,Senior Staff,1/1/9999
425231,Zejun,Chachaty,Engineer,7/27/1997
425251,Nishit,Angel,Senior Staff,1/1/9999
425252,Patricio,Baranowski,Senior Engineer,1/1/9999
425262,Thanasis,Rahier,Senior Staff,1/1/9999
425264,Jeanne,Shigei,Senior Engineer,1/1/9999
425291,Basil,Schusler,Senior Staff,1/1/9999
425301,Sangeeta,Gien,Senior Staff,1/1/9999
425304,Muzhong,McAffer,Senior Engineer,1/1/9999
425321,Dante,Anandan,Engineer,10/19/1995
425328,Theron,Salvesen,Senior Staff,1/1/9999
425336,Poorav,Gammage,Senior Engineer,1/1/9999
425337,Taiji,Kusakabe,Senior Staff,1/1/9999
